c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
ear,drum,eardrum,1,11.6,-0.004845566,-0.023301942,1
ear,drums,eardrums,1,11.6,-0.004845566,-0.023301942,1
via,duct,viaduct,1,12.1,0.438577699,0.565275422,1
saw,dust,sawdust,1,7.88,-0.369095313,-0.396018034,1
star,dust,stardust,1,11.6,-0.004845566,-0.023301942,1
saw,dusts,sawdusts,1,7.88,-0.369095313,-0.396018034,1
north,east,northeast,1,14.1,6.83632174,5.79822509,1
south,east,southeast,1,14.1,6.83632174,5.79822509,1
south,easter,southeaster,1,14.1,6.83632174,5.79822509,1
north,easter,northeaster,1,14.1,6.83632174,5.79822509,1
speak,easy,speakeasy,1,11.9,0.830786621,0.924836447,1
fig,eater,figeater,1,12.2,0.666683179,0.637027907,1
beef,eater,beefeater,1,11.5,0.094962721,0.370984314,1
ant,eater,anteater,1,13.3,1.497992765,1.617405485,1
ant,eaters,anteaters,1,13.3,1.497992765,1.617405485,1
straight,edge,straightedge,1,13.3,1.497992765,1.617405485,1
straight,edges,straightedges,1,13.3,1.497992765,1.617405485,1
after,effect,aftereffect,1,13.7,4.185110702,3.397029753,1
after,effects,aftereffects,1,13.7,4.185110702,3.397029753,1
super,ego,superego,1,13.7,4.185110702,3.397029753,1
super,egos,superegos,1,13.7,4.185110702,3.397029753,1
week,end,weekend,1,11.9,0.830786621,0.924836447,1
book,ends,bookends,1,11.9,0.830786621,0.924836447,1
counter,examples,counterexamples,1,13.7,4.185110702,3.397029753,1
rabbit,eye,rabbiteye,1,13.3,1.497992765,1.617405485,1
dead,eye,deadeye,1,12.8,0.664108689,0.698490399,1
green,eye,greeneye,1,12.8,1.411353578,1.776621414,1
golden,eye,goldeneye,1,12.8,1.411353578,1.776621414,1
shut,eye,shuteye,1,13.3,1.497992765,1.617405485,1
red,eye,redeye,1,12.8,0.664108689,0.698490399,1
pink,eye,pinkeye,1,11.9,0.830786621,0.924836447,1
big,eye,bigeye,1,12.2,0.666683179,0.637027907,1
black,face,blackface,1,6.73,-0.371279568,-0.347332835,1
coal,face,coalface,1,10,-0.242459708,-0.230538675,1
white,face,whiteface,1,11.2,-0.157918254,-0.157177191,1
pale,face,paleface,1,11.2,-0.157918254,-0.157177191,1
bold,face,boldface,1,7.46,-0.372870525,-0.39754344,1
stone,face,stoneface,1,11.2,-0.157918254,-0.157177191,1
pale,faces,palefaces,1,11.2,-0.157918254,-0.157177191,1
coal,faces,coalfaces,1,10,-0.242459708,-0.230538675,1
book,fair,bookfair,1,6.73,-0.371279568,-0.347332835,1
fun,fair,funfair,1,10.2,-0.320042269,-0.311331146,1
fun,fairs,funfairs,1,10.2,-0.320042269,-0.311331146,1
night,fall,nightfall,1,8.08,-0.369222448,-0.390043059,1
water,fall,waterfall,1,9.61,-0.315479524,-0.310096484,1
pit,fall,pitfall,1,8.08,-0.369222448,-0.390043059,1
short,fall,shortfall,1,8.08,-0.369222448,-0.390043059,1
snow,fall,snowfall,1,6.22,-0.369999386,-0.397179981,1
rain,fall,rainfall,1,10.2,-0.320042269,-0.311331146,1
ice,fall,icefall,1,11.2,-0.157918254,-0.157177191,1
foot,fall,footfall,1,8.08,-0.369222448,-0.390043059,1
land,fall,landfall,1,7.46,-0.372870525,-0.39754344,1
down,fall,downfall,1,10.2,-0.320042269,-0.311331146,1
land,falls,landfalls,1,7.46,-0.372870525,-0.39754344,1
rain,falls,rainfalls,1,10.2,-0.320042269,-0.311331146,1
pit,falls,pitfalls,1,8.08,-0.369222448,-0.390043059,1
down,falls,downfalls,1,10.2,-0.320042269,-0.311331146,1
snow,falls,snowfalls,1,6.22,-0.369999386,-0.397179981,1
water,falls,waterfalls,1,9.61,-0.315479524,-0.310096484,1
field,fare,fieldfare,1,7.46,-0.372870525,-0.39754344,1
car,fare,carfare,1,9.61,-0.315479524,-0.310096484,1
air,fare,airfare,1,9.61,-0.315479524,-0.310096484,1
air,fares,airfares,1,9.61,-0.315479524,-0.310096484,1
sea,faring,seafaring,1,10.6,-0.228677886,-0.23331924,1
butter,fat,butterfat,1,9.61,-0.315479524,-0.310096484,1
grand,father,grandfather,1,7.46,-0.372870525,-0.39754344,1
house,father,housefather,1,11.2,-0.157918254,-0.157177191,1
grand,fathers,grandfathers,1,7.46,-0.372870525,-0.39754344,1
god,fathers,godfathers,1,7.46,-0.372870525,-0.39754344,1
bean,feast,beanfeast,1,10.2,-0.320042269,-0.311331146,1
bean,feasts,beanfeasts,1,10.2,-0.320042269,-0.311331146,1
chicken,feed,chickenfeed,1,10.2,-0.320042269,-0.311331146,1
bird,feeder,birdfeeder,1,7.46,-0.372870525,-0.39754344,1
spoon,feeding,spoonfeeding,1,10.2,-0.320042269,-0.311331146,1
web,feet,webfeet,1,3.85,-0.378356767,-0.401473356,1
crow,feet,crowfeet,1,6.22,-0.369999386,-0.397179981,1
work,fellow,workfellow,1,6.73,-0.371279568,-0.347332835,1
play,fellow,playfellow,1,6.35,-0.370712756,-0.3893608,1
school,fellow,schoolfellow,1,10,-0.242459708,-0.230538675,1
school,fellows,schoolfellows,1,10,-0.242459708,-0.230538675,1
play,fellows,playfellows,1,6.35,-0.370712756,-0.3893608,1
wood,fern,woodfern,1,7.46,-0.372870525,-0.39754344,1
gab,fest,gabfest,1,3.85,-0.378356767,-0.401473356,1
grain,field,grainfield,1,10.2,-0.320042269,-0.311331146,1
hay,field,hayfield,1,6.35,-0.370712756,-0.3893608,1
coal,field,coalfield,1,10,-0.242459708,-0.230538675,1
out,field,outfield,1,8.08,-0.369222448,-0.390043059,1
right,field,rightfield,1,8.08,-0.369222448,-0.390043059,1
gold,field,goldfield,1,7.46,-0.372870525,-0.39754344,1
corn,field,cornfield,1,10.2,-0.320042269,-0.311331146,1
brick,field,brickfield,1,6.73,-0.371279568,-0.347332835,1
snow,field,snowfield,1,6.22,-0.369999386,-0.397179981,1
left,field,leftfield,1,8.08,-0.369222448,-0.390043059,1
mid,field,midfield,1,7.46,-0.372870525,-0.39754344,1
back,field,backfield,1,6.73,-0.371279568,-0.347332835,1
gas,field,gasfield,1,8.62,-0.3670894,-0.386580693,1
center,field,centerfield,1,9.61,-0.315479524,-0.310096484,1
oil,field,oilfield,1,10,-0.242459708,-0.230538675,1
mine,field,minefield,1,11.2,-0.157918254,-0.157177191,1
air,field,airfield,1,9.61,-0.315479524,-0.310096484,1
wheat,field,wheatfield,1,8.08,-0.369222448,-0.390043059,1
battle,field,battlefield,1,11.2,-0.157918254,-0.157177191,1
center,fielder,centerfielder,1,9.61,-0.315479524,-0.310096484,1
back,fields,backfields,1,6.73,-0.371279568,-0.347332835,1
coal,fields,coalfields,1,10,-0.242459708,-0.230538675,1
battle,fields,battlefields,1,11.2,-0.157918254,-0.157177191,1
corn,fields,cornfields,1,10.2,-0.320042269,-0.311331146,1
air,fields,airfields,1,9.61,-0.315479524,-0.310096484,1
snow,fields,snowfields,1,6.22,-0.369999386,-0.397179981,1
gold,fields,goldfields,1,7.46,-0.372870525,-0.39754344,1
oil,fields,oilfields,1,10,-0.242459708,-0.230538675,1
mine,fields,minefields,1,11.2,-0.157918254,-0.157177191,1
cock,fight,cockfight,1,6.73,-0.371279568,-0.347332835,1
dog,fight,dogfight,1,6.2,-0.377438568,-0.400675097,1
gun,fight,gunfight,1,10.2,-0.320042269,-0.311331146,1
fist,fight,fistfight,1,8.08,-0.369222448,-0.390043059,1
bull,fight,bullfight,1,10,-0.242459708,-0.230538675,1
prize,fight,prizefight,1,11.2,-0.157918254,-0.157177191,1
fire,fighter,firefighter,1,11.2,-0.157918254,-0.157177191,1
bull,fighter,bullfighter,1,10,-0.242459708,-0.230538675,1
dog,fighter,dogfighter,1,6.2,-0.377438568,-0.400675097,1
prize,fighter,prizefighter,1,11.2,-0.157918254,-0.157177191,1
bull,fighters,bullfighters,1,10,-0.242459708,-0.230538675,1
prize,fighters,prizefighters,1,11.2,-0.157918254,-0.157177191,1
fire,fighters,firefighters,1,11.2,-0.157918254,-0.157177191,1
cock,fighting,cockfighting,1,6.73,-0.371279568,-0.347332835,1
bull,fighting,bullfighting,1,10,-0.242459708,-0.230538675,1
cock,fights,cockfights,1,6.73,-0.371279568,-0.347332835,1
prize,fights,prizefights,1,11.2,-0.157918254,-0.157177191,1
gun,fights,gunfights,1,10.2,-0.320042269,-0.311331146,1
bull,fights,bullfights,1,10,-0.242459708,-0.230538675,1
fist,fights,fistfights,1,8.08,-0.369222448,-0.390043059,1
dog,fights,dogfights,1,6.2,-0.377438568,-0.400675097,1
nail,file,nailfile,1,10,-0.242459708,-0.230538675,1
land,fill,landfill,1,7.46,-0.372870525,-0.39754344,1
land,fills,landfills,1,7.46,-0.372870525,-0.39754344,1
yellow,fin,yellowfin,1,6.22,-0.369999386,-0.397179981,1
tail,fin,tailfin,1,10,-0.242459708,-0.230538675,1
quarter,final,quarterfinal,1,9.61,-0.315479524,-0.310096484,1
quarter,finals,quarterfinals,1,9.61,-0.315479524,-0.310096484,1
grass,finch,grassfinch,1,8.62,-0.3670894,-0.386580693,1
gold,finches,goldfinches,1,7.46,-0.372870525,-0.39754344,1
word,finder,wordfinder,1,7.46,-0.372870525,-0.39754344,1
water,finder,waterfinder,1,9.61,-0.315479524,-0.310096484,1
range,finder,rangefinder,1,11.2,-0.157918254,-0.157177191,1
view,finder,viewfinder,1,6.22,-0.369999386,-0.397179981,1
fault,finder,faultfinder,1,8.08,-0.369222448,-0.390043059,1
path,finder,pathfinder,1,6.6,-0.37596062,-0.395331309,1
path,finders,pathfinders,1,6.6,-0.37596062,-0.395331309,1
range,finders,rangefinders,1,11.2,-0.157918254,-0.157177191,1
fault,finders,faultfinders,1,8.08,-0.369222448,-0.390043059,1
view,finders,viewfinders,1,6.22,-0.369999386,-0.397179981,1
fault,finding,faultfinding,1,8.08,-0.369222448,-0.390043059,1
cross,fire,crossfire,1,8.62,-0.3670894,-0.386580693,1
hell,fire,hellfire,1,10,-0.242459708,-0.230538675,1
spit,fire,spitfire,1,8.08,-0.369222448,-0.390043059,1
camp,fire,campfire,1,6.47,-0.376682819,-0.399911535,1
wild,fire,wildfire,1,7.46,-0.372870525,-0.39754344,1
cook,fire,cookfire,1,6.73,-0.371279568,-0.347332835,1
back,fire,backfire,1,6.73,-0.371279568,-0.347332835,1
drum,fire,drumfire,1,7.59,-0.369667422,-0.388357566,1
gun,fire,gunfire,1,10.2,-0.320042269,-0.311331146,1
grass,fire,grassfire,1,8.62,-0.3670894,-0.386580693,1
cross,fires,crossfires,1,8.62,-0.3670894,-0.386580693,1
wild,fires,wildfires,1,7.46,-0.372870525,-0.39754344,1
camp,fires,campfires,1,6.47,-0.376682819,-0.399911535,1
angler,fish,anglerfish,1,9.61,-0.315479524,-0.310096484,1
sail,fish,sailfish,1,10,-0.242459708,-0.230538675,1
black,fish,blackfish,1,6.73,-0.371279568,-0.347332835,1
lantern,fish,lanternfish,1,10.2,-0.320042269,-0.311331146,1
cardinal,fish,cardinalfish,1,10,-0.242459708,-0.230538675,1
saw,fish,sawfish,1,6.22,-0.369999386,-0.397179981,1
amber,fish,amberfish,1,9.61,-0.315479524,-0.310096484,1
balloon,fish,balloonfish,1,10.2,-0.320042269,-0.311331146,1
devil,fish,devilfish,1,10,-0.242459708,-0.230538675,1
spear,fish,spearfish,1,9.61,-0.315479524,-0.310096484,1
cat,fish,catfish,1,8.08,-0.369222448,-0.390043059,1
damsel,fish,damselfish,3,10,-0.242459708,-0.230538675,1
pipe,fish,pipefish,1,11.2,-0.157918254,-0.157177191,1
sucker,fish,suckerfish,1,9.61,-0.315479524,-0.310096484,1
stock,fish,stockfish,1,6.73,-0.371279568,-0.347332835,1
leather,fish,leatherfish,1,9.61,-0.315479524,-0.310096484,1
oil,fish,oilfish,1,10,-0.242459708,-0.230538675,1
drift,fish,driftfish,1,8.08,-0.369222448,-0.390043059,1
butterfly,fish,butterflyfish,1,6.35,-0.370712756,-0.3893608,1
star,fish,starfish,1,9.61,-0.315479524,-0.310096484,1
barrel,fish,barrelfish,1,10,-0.242459708,-0.230538675,1
craw,fish,crawfish,1,6.22,-0.369999386,-0.397179981,1
harvest,fish,harvestfish,1,8.08,-0.369222448,-0.390043059,1
shrimp,fish,shrimpfish,1,6.47,-0.376682819,-0.399911535,1
cow,fish,cowfish,1,6.22,-0.369999386,-0.397179981,1
dolphin,fish,dolphinfish,1,10.2,-0.320042269,-0.311331146,1
lady,fish,ladyfish,1,6.35,-0.370712756,-0.3893608,1
alligator,fish,alligatorfish,1,9.61,-0.315479524,-0.310096484,1
gold,fish,goldfish,1,7.46,-0.372870525,-0.39754344,1
parrot,fish,parrotfish,1,8.08,-0.369222448,-0.390043059,1
ghost,fish,ghostfish,1,8.08,-0.369222448,-0.390043059,1
porcupine,fish,porcupinefish,1,11.2,-0.157918254,-0.157177191,1
dollar,fish,dollarfish,1,9.61,-0.315479524,-0.310096484,1
trunk,fish,trunkfish,1,6.73,-0.371279568,-0.347332835,1
frog,fish,frogfish,1,6.2,-0.377438568,-0.400675097,1
king,fish,kingfish,1,6.2,-0.377438568,-0.400675097,1
sword,fish,swordfish,1,7.46,-0.372870525,-0.39754344,1
scorpion,fish,scorpionfish,1,10.2,-0.320042269,-0.311331146,1
needle,fish,needlefish,1,11.2,-0.157918254,-0.157177191,1
bat,fish,batfish,1,8.08,-0.369222448,-0.390043059,1
rock,fish,rockfish,1,6.73,-0.371279568,-0.347332835,1
flat,fish,flatfish,1,8.08,-0.369222448,-0.390043059,1
blow,fish,blowfish,1,6.22,-0.369999386,-0.397179981,1
skillet,fish,skilletfish,1,8.08,-0.369222448,-0.390043059,1
white,fish,whitefish,1,11.2,-0.157918254,-0.157177191,1
shell,fish,shellfish,1,10,-0.242459708,-0.230538675,1
jelly,fish,jellyfish,1,6.35,-0.370712756,-0.3893608,1
puffer,fish,pufferfish,1,9.61,-0.315479524,-0.310096484,1
moon,fish,moonfish,1,10.2,-0.320042269,-0.311331146,1
rudder,fish,rudderfish,1,9.61,-0.315479524,-0.310096484,1
toad,fish,toadfish,1,7.46,-0.372870525,-0.39754344,1
jaw,fish,jawfish,1,6.22,-0.369999386,-0.397179981,1
sand,fish,sandfish,1,7.46,-0.372870525,-0.39754344,1
paddle,fish,paddlefish,1,11.2,-0.157918254,-0.157177191,1
ribbon,fish,ribbonfish,1,10.2,-0.320042269,-0.311331146,1
red,fish,redfish,1,7.46,-0.372870525,-0.39754344,1
angel,fish,angelfish,1,10,-0.242459708,-0.230538675,1
pearl,fish,pearlfish,1,10,-0.242459708,-0.230538675,1
box,fish,boxfish,1,5.59,-0.378137812,-0.401436483,1
spade,fish,spadefish,1,11.2,-0.157918254,-0.157177191,1
horse,fish,horsefish,1,11.2,-0.157918254,-0.157177191,1
snake,fish,snakefish,1,11.2,-0.157918254,-0.157177191,1
silver,fish,silverfish,1,9.61,-0.315479524,-0.310096484,1
pork,fish,porkfish,1,6.73,-0.371279568,-0.347332835,1
rose,fish,rosefish,1,11.2,-0.157918254,-0.157177191,1
snail,fish,snailfish,1,10,-0.242459708,-0.230538675,1
goat,fish,goatfish,1,8.08,-0.369222448,-0.390043059,1
lump,fish,lumpfish,1,6.47,-0.376682819,-0.399911535,1
cod,fish,codfish,1,7.46,-0.372870525,-0.39754344,1
blue,fish,bluefish,1,11.2,-0.157918254,-0.157177191,1
oyster,fish,oysterfish,1,9.61,-0.315479524,-0.310096484,1
bone,fish,bonefish,1,11.2,-0.157918254,-0.157177191,1
king,fishers,kingfishers,1,6.2,-0.377438568,-0.400675097,1
blue,fishes,bluefishes,1,11.2,-0.157918254,-0.157177191,1
sport,fishing,sportfishing,1,8.08,-0.369222448,-0.390043059,1
steam,fitter,steamfitter,1,7.59,-0.369667422,-0.388357566,1
steam,fitters,steamfitters,1,7.59,-0.369667422,-0.388357566,1
pipe,fitting,pipefitting,1,11.2,-0.157918254,-0.157177191,1
wheat,flake,wheatflake,1,8.08,-0.369222448,-0.390043059,1
snow,flake,snowflake,1,6.22,-0.369999386,-0.397179981,1
snow,flakes,snowflakes,1,6.22,-0.369999386,-0.397179981,1
ear,flap,earflap,1,9.61,-0.315479524,-0.310096484,1
news,flash,newsflash,1,8.62,-0.3670894,-0.386580693,1
news,flashes,newsflashes,1,8.62,-0.3670894,-0.386580693,1
hip,flask,hipflask,1,6.47,-0.376682819,-0.399911535,1
goose,flesh,gooseflesh,1,11.2,-0.157918254,-0.157177191,1
horse,flesh,horseflesh,1,11.2,-0.157918254,-0.157177191,1
high,flier,highflier,1,6.6,-0.37596062,-0.395331309,1
may,flies,mayflies,1,6.35,-0.370712756,-0.3893608,1
green,flies,greenflies,1,10.2,-0.320042269,-0.311331146,1
house,flies,houseflies,1,11.2,-0.157918254,-0.157177191,1
horse,flies,horseflies,1,11.2,-0.157918254,-0.157177191,1
fire,flies,fireflies,1,11.2,-0.157918254,-0.157177191,1
space,flight,spaceflight,1,11.2,-0.157918254,-0.157177191,1
space,flights,spaceflights,1,11.2,-0.157918254,-0.157177191,1
gun,flint,gunflint,1,10.2,-0.320042269,-0.311331146,1
flash,flood,flashflood,1,6.6,-0.37596062,-0.395331309,1
corn,flour,cornflour,1,10.2,-0.320042269,-0.311331146,1
air,flow,airflow,1,9.61,-0.315479524,-0.310096484,1
back,flow,backflow,1,6.73,-0.371279568,-0.347332835,1
work,flow,workflow,1,6.73,-0.371279568,-0.347332835,1
mist,flower,mistflower,1,8.08,-0.369222448,-0.390043059,1
corn,flower,cornflower,1,10.2,-0.320042269,-0.311331146,1
may,flower,mayflower,1,6.35,-0.370712756,-0.3893608,1
shell,flower,shellflower,1,10,-0.242459708,-0.230538675,1
snail,flower,snailflower,1,10,-0.242459708,-0.230538675,1
day,flower,dayflower,1,6.35,-0.370712756,-0.3893608,1
sun,flower,sunflower,1,10.2,-0.320042269,-0.311331146,1
wild,flower,wildflower,1,7.46,-0.372870525,-0.39754344,1
honey,flower,honeyflower,1,6.35,-0.370712756,-0.3893608,1
wax,flower,waxflower,1,5.59,-0.378137812,-0.401436483,1
cone,flower,coneflower,1,11.2,-0.157918254,-0.157177191,1
twin,flower,twinflower,1,10.2,-0.320042269,-0.311331146,1
star,flower,starflower,1,9.61,-0.315479524,-0.310096484,1
straw,flower,strawflower,1,6.22,-0.369999386,-0.397179981,1
wind,flowers,windflowers,1,7.46,-0.372870525,-0.39754344,1
wild,flowers,wildflowers,1,7.46,-0.372870525,-0.39754344,1
passion,flowers,passionflowers,1,10.2,-0.320042269,-0.311331146,1
sun,flowers,sunflowers,1,10.2,-0.320042269,-0.311331146,1
corn,flowers,cornflowers,1,10.2,-0.320042269,-0.311331146,1
may,flowers,mayflowers,1,6.35,-0.370712756,-0.3893608,1
back,flowing,backflowing,1,6.73,-0.371279568,-0.347332835,1
white,fly,whitefly,1,11.2,-0.157918254,-0.157177191,1
house,fly,housefly,1,11.2,-0.157918254,-0.157177191,1
black,fly,blackfly,1,6.73,-0.371279568,-0.347332835,1
fire,fly,firefly,1,11.2,-0.157918254,-0.157177191,1
saw,fly,sawfly,1,6.22,-0.369999386,-0.397179981,1
catch,fly,catchfly,1,6.6,-0.37596062,-0.395331309,1
green,fly,greenfly,1,10.2,-0.320042269,-0.311331146,1
sand,fly,sandfly,1,7.46,-0.372870525,-0.39754344,1
high,flyer,highflyer,1,6.6,-0.37596062,-0.395331309,1
air,foil,airfoil,1,9.61,-0.315479524,-0.310096484,1
tin,foil,tinfoil,1,10.2,-0.320042269,-0.311331146,1
pin,fold,pinfold,1,10.2,-0.320042269,-0.311331146,1
center,fold,centerfold,1,9.61,-0.315479524,-0.310096484,1
centre,fold,centrefold,2,11.2,-0.157918254,-0.157177191,1
blind,fold,blindfold,1,7.46,-0.372870525,-0.39754344,1
blind,folds,blindfolds,1,7.46,-0.372870525,-0.39754344,1
center,folds,centerfolds,1,9.61,-0.315479524,-0.310096484,1
kin,folk,kinfolk,1,10.2,-0.320042269,-0.311331146,1
country,folk,countryfolk,1,6.35,-0.370712756,-0.3893608,1
towns,folk,townsfolk,1,8.62,-0.3670894,-0.386580693,1
home,folk,homefolk,1,11.2,-0.157918254,-0.157177191,1
kins,folk,kinsfolk,1,8.62,-0.3670894,-0.386580693,1
gentle,folk,gentlefolk,1,11.2,-0.157918254,-0.157177191,1
gentle,folks,gentlefolks,1,11.2,-0.157918254,-0.157177191,1
kin,folks,kinfolks,1,10.2,-0.320042269,-0.311331146,1
sea,food,seafood,1,10.6,-0.228677886,-0.23331924,1
pet,food,petfood,1,8.08,-0.369222448,-0.390043059,1
claw,foot,clawfoot,1,6.22,-0.369999386,-0.397179981,1
crow,foot,crowfoot,1,6.22,-0.369999386,-0.397179981,1
hind,foot,hindfoot,1,7.46,-0.372870525,-0.39754344,1
flat,foot,flatfoot,1,8.08,-0.369222448,-0.390043059,1
goats,foot,goatsfoot,1,8.62,-0.3670894,-0.386580693,1
tender,foot,tenderfoot,1,9.61,-0.315479524,-0.310096484,1
web,foot,webfoot,1,3.85,-0.378356767,-0.401473356,1
air,force,airforce,1,9.61,-0.315479524,-0.310096484,1
work,force,workforce,1,6.73,-0.371279568,-0.347332835,1
work,forces,workforces,1,6.73,-0.371279568,-0.347332835,1
rain,forest,rainforest,1,10.2,-0.320042269,-0.311331146,1
hay,fork,hayfork,1,6.35,-0.370712756,-0.3893608,1
table,fork,tablefork,1,11.2,-0.157918254,-0.157177191,1
pitch,fork,pitchfork,1,6.6,-0.37596062,-0.395331309,1
pitch,forks,pitchforks,1,6.6,-0.37596062,-0.395331309,1
wave,form,waveform,1,11.2,-0.157918254,-0.157177191,1
wave,forms,waveforms,1,11.2,-0.157918254,-0.157177191,1
piano,forte,pianoforte,1,13,0.876075046,1.291145169,1
piano,fortes,pianofortes,1,13,0.876075046,1.291145169,1
wild,fowl,wildfowl,1,7.46,-0.372870525,-0.39754344,1
sea,fowl,seafowl,1,10.6,-0.228677886,-0.23331924,1
water,fowl,waterfowl,1,9.61,-0.315479524,-0.310096484,1
bed,frame,bedframe,1,7.46,-0.372870525,-0.39754344,1
main,frame,mainframe,1,10.2,-0.320042269,-0.311331146,1
door,frame,doorframe,1,9.61,-0.315479524,-0.310096484,1
air,frame,airframe,1,9.61,-0.315479524,-0.310096484,1
main,frames,mainframes,1,10.2,-0.320042269,-0.311331146,1
girl,friend,girlfriend,1,10,-0.242459708,-0.230538675,1
boy,friend,boyfriend,1,6.35,-0.370712756,-0.3893608,1
school,friend,schoolfriend,1,10,-0.242459708,-0.230538675,1
boy,friends,boyfriends,1,6.35,-0.370712756,-0.3893608,1
girl,friends,girlfriends,1,10,-0.242459708,-0.230538675,1
leap,frog,leapfrog,1,6.47,-0.376682819,-0.399911535,1
leap,frogs,leapfrogs,1,6.47,-0.376682819,-0.399911535,1
bull,frogs,bullfrogs,1,10,-0.242459708,-0.230538675,1
ocean,front,oceanfront,1,10.2,-0.320042269,-0.311331146,1
water,front,waterfront,1,9.61,-0.315479524,-0.310096484,1
lake,front,lakefront,1,11.2,-0.157918254,-0.157177191,1
beach,front,beachfront,1,6.6,-0.37596062,-0.395331309,1
wave,front,wavefront,1,11.2,-0.157918254,-0.157177191,1
battle,front,battlefront,1,11.2,-0.157918254,-0.157177191,1
shirt,front,shirtfront,1,8.08,-0.369222448,-0.390043059,1
sea,front,seafront,1,10.6,-0.228677886,-0.23331924,1
store,front,storefront,1,11.2,-0.157918254,-0.157177191,1
shop,front,shopfront,1,6.47,-0.376682819,-0.399911535,1
ocean,fronts,oceanfronts,1,10.2,-0.320042269,-0.311331146,1
sea,fronts,seafronts,1,10.6,-0.228677886,-0.23331924,1
shirt,fronts,shirtfronts,1,8.08,-0.369222448,-0.390043059,1
store,fronts,storefronts,1,11.2,-0.157918254,-0.157177191,1
shop,fronts,shopfronts,1,6.47,-0.376682819,-0.399911535,1
battle,fronts,battlefronts,1,11.2,-0.157918254,-0.157177191,1
water,fronts,waterfronts,1,9.61,-0.315479524,-0.310096484,1
lake,fronts,lakefronts,1,11.2,-0.157918254,-0.157177191,1
bread,fruits,breadfruits,1,7.46,-0.372870525,-0.39754344,1
ball,game,ballgame,1,7.95,-0.374816402,-0.39932787,1
end,game,endgame,1,9.83,-0.341229723,-0.365342154,1
ball,games,ballgames,1,7.95,-0.374816402,-0.39932787,1
stop,gaps,stopgaps,1,7.8,-0.377911794,-0.399907527,1
tear,gas,teargas,1,11,-0.223106887,-0.281666974,1
tear,gases,teargases,1,11,-0.223106887,-0.281666974,1
flood,gate,floodgate,1,9.83,-0.341229723,-0.365342154,1
toll,gate,tollgate,1,7.95,-0.374816402,-0.39932787,1
tail,gates,tailgates,1,7.95,-0.374816402,-0.39932787,1
toll,gates,tollgates,1,7.95,-0.374816402,-0.39932787,1
flood,gates,floodgates,1,9.83,-0.341229723,-0.365342154,1
toll,gatherer,tollgatherer,1,7.95,-0.374816402,-0.39932787,1
wool,gatherer,woolgatherer,1,7.95,-0.374816402,-0.39932787,1
wool,gathering,woolgathering,1,7.95,-0.374816402,-0.39932787,1
star,gazer,stargazer,1,11,-0.223106887,-0.281666974,1
star,gazers,stargazers,1,11,-0.223106887,-0.281666974,1
star,gazing,stargazing,1,11,-0.223106887,-0.281666974,1
foot,gear,footgear,1,7.71,-0.375540367,-0.400061087,1
head,gear,headgear,1,9.83,-0.341229723,-0.365342154,1
blue,gills,bluegills,1,11,-0.255203258,-0.271020622,1
show,girl,showgirl,1,3.71,-0.378098965,-0.400592878,1
home,girl,homegirl,1,11,-0.255203258,-0.271020622,1
sales,girl,salesgirl,1,6.66,-0.371094162,-0.397518247,1
day,girl,daygirl,1,6.34,-0.374540942,-0.399931803,1
school,girl,schoolgirl,1,7.95,-0.374816402,-0.39932787,1
cow,girls,cowgirls,1,3.71,-0.378098965,-0.400592878,1
sales,girls,salesgirls,1,6.66,-0.371094162,-0.397518247,1
school,girls,schoolgirls,1,7.95,-0.374816402,-0.39932787,1
show,girls,showgirls,1,3.71,-0.378098965,-0.400592878,1
law,giver,lawgiver,1,3.71,-0.378098965,-0.400592878,1
care,giver,caregiver,1,11,-0.255203258,-0.271020622,1
law,givers,lawgivers,1,3.71,-0.378098965,-0.400592878,1
care,givers,caregivers,1,11,-0.255203258,-0.271020622,1
thanks,giving,thanksgiving,1,6.66,-0.371094162,-0.397518247,1
thanks,givings,thanksgivings,1,6.66,-0.371094162,-0.397518247,1
sand,glass,sandglass,1,9.83,-0.341229723,-0.365342154,1
sun,glass,sunglass,2,13.2,2.59659023,3.387854071,1
hour,glass,hourglass,1,11,-0.223106887,-0.281666974,1
spy,glass,spyglass,1,6.34,-0.374540942,-0.399931803,1
fibre,glass,fibreglass,1,11,-0.255203258,-0.271020622,1
eye,glass,eyeglass,1,11,-0.255203258,-0.271020622,1
fiber,glass,fiberglass,1,11,-0.223106887,-0.281666974,1
weather,glass,weatherglass,1,11,-0.223106887,-0.281666974,1
wine,glass,wineglass,1,11,-0.255203258,-0.271020622,1
spy,glasses,spyglasses,1,6.34,-0.374540942,-0.399931803,1
eye,glasses,eyeglasses,1,11,-0.255203258,-0.271020622,1
sun,glasses,sunglasses,2,13.2,2.59659023,3.387854071,1
hour,glasses,hourglasses,1,11,-0.223106887,-0.281666974,1
wine,glasses,wineglasses,1,11,-0.255203258,-0.271020622,1
vain,glory,vainglory,1,13.2,2.59659023,3.387854071,1
after,glow,afterglow,1,11,-0.223106887,-0.281666974,1
after,glows,afterglows,1,11,-0.223106887,-0.281666974,1
church,goer,churchgoer,1,5.24,-0.378298497,-0.401468203,1
play,goer,playgoer,1,6.34,-0.374540942,-0.399931803,1
theatre,goer,theatregoer,1,11,-0.255203258,-0.271020622,1
theater,goer,theatergoer,1,11,-0.223106887,-0.281666974,1
