c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
black,wash,blackwash,1,7.05,-0.374528582,-0.397268727,0
death,watches,deathwatches,1,8.07,-0.374194851,-0.39782926,0
bilge,water,bilgewater,1,11.5,-0.143719711,-0.067374508,0
shear,water,shearwater,1,8.79,-0.358062792,-0.369204622,0
back,water,backwater,1,7.05,-0.374528582,-0.397268727,0
head,water,headwater,1,8.73,-0.366593219,-0.392842633,0
fire,water,firewater,1,11.5,-0.143719711,-0.067374508,0
break,waters,breakwaters,1,7.05,-0.374528582,-0.397268727,0
wood,waxen,woodwaxen,1,8.73,-0.366593219,-0.392842633,0
woad,waxen,woadwaxen,1,8.73,-0.366593219,-0.392842633,0
hatch,way,hatchway,1,8.07,-0.374194851,-0.39782926,0
head,way,headway,1,8.73,-0.366593219,-0.392842633,0
companion,way,companionway,1,8.3,-0.372925264,-0.39801683,0
steerage,way,steerageway,1,11.5,-0.143719711,-0.067374508,0
cause,way,causeway,1,11.5,-0.143719711,-0.067374508,0
high,way,highway,1,8.07,-0.374194851,-0.39782926,0
lee,way,leeway,1,11.5,-0.143719711,-0.067374508,0
sluice,way,sluiceway,1,11.5,-0.143719711,-0.067374508,0
tide,way,tideway,1,11.5,-0.143719711,-0.067374508,0
free,way,freeway,1,11.5,-0.143719711,-0.067374508,0
gang,way,gangway,1,5.96,-0.377565703,-0.401430986,0
ring,way,ringway,1,5.96,-0.377565703,-0.401430986,0
belt,way,beltway,1,10.5,-0.242830519,-0.297324458,0
fair,way,fairway,1,8.79,-0.358062792,-0.369204622,0
area,way,areaway,2,10.5,-0.188933974,-0.19638394,0
gang,ways,gangways,1,5.96,-0.377565703,-0.401430986,0
belt,ways,beltways,1,10.5,-0.242830519,-0.297324458,0
cause,ways,causeways,1,11.5,-0.143719711,-0.067374508,0
tide,ways,tideways,1,11.5,-0.143719711,-0.067374508,0
fair,ways,fairways,1,8.79,-0.358062792,-0.369204622,0
common,weal,commonweal,1,8.3,-0.372925264,-0.39801683,0
cob,web,cobweb,1,6.57,-0.377184297,-0.400583602,0
cob,webs,cobwebs,1,6.57,-0.377184297,-0.400583602,0
iron,weed,ironweed,1,8.3,-0.372925264,-0.39801683,0
fire,weed,fireweed,1,11.5,-0.143719711,-0.067374508,0
pickerel,weed,pickerelweed,1,8.49,-0.317547239,-0.298528888,0
rag,weed,ragweed,1,5.96,-0.377565703,-0.401430986,0
wart,weed,wartweed,2,10.5,-0.242830519,-0.297324458,0
clear,weed,clearweed,1,8.79,-0.358062792,-0.369204622,0
may,weed,mayweed,1,8.04,-0.339463955,-0.379424763,0
rosin,weed,rosinweed,1,8.3,-0.372925264,-0.39801683,0
hog,weed,hogweed,1,5.96,-0.377565703,-0.401430986,0
hawk,weed,hawkweed,1,7.05,-0.374528582,-0.397268727,0
poke,weed,pokeweed,1,11.5,-0.143719711,-0.067374508,0
cud,weed,cudweed,1,8.73,-0.366593219,-0.392842633,0
nit,weed,nitweed,1,10.5,-0.242830519,-0.297324458,0
pig,weed,pigweed,1,5.96,-0.377565703,-0.401430986,0
bugle,weed,bugleweed,1,11.5,-0.143719711,-0.067374508,0
cancer,weed,cancerweed,1,8.79,-0.358062792,-0.369204622,0
tar,weed,tarweed,1,8.79,-0.358062792,-0.369204622,0
rich,weed,richweed,1,8.07,-0.374194851,-0.39782926,0
gravel,weed,gravelweed,1,8.49,-0.317547239,-0.298528888,0
rock,weed,rockweed,1,7.05,-0.374528582,-0.397268727,0
beggar,weed,beggarweed,1,8.79,-0.358062792,-0.369204622,0
candy,weed,candyweed,1,8.04,-0.339463955,-0.379424763,0
duck,weed,duckweed,1,7.05,-0.374528582,-0.397268727,0
catch,weed,catchweed,1,8.07,-0.374194851,-0.39782926,0
bind,weed,bindweed,1,8.73,-0.366593219,-0.392842633,0
gum,weed,gumweed,1,4.88,-0.377982424,-0.401289221,0
carpet,weed,carpetweed,1,10.5,-0.242830519,-0.297324458,0
sneeze,weed,sneezeweed,1,11.5,-0.143719711,-0.067374508,0
chick,weed,chickweed,1,7.05,-0.374528582,-0.397268727,0
pearl,weed,pearlweed,1,8.49,-0.317547239,-0.298528888,0
beetle,weed,beetleweed,1,11.5,-0.143719711,-0.067374508,0
fan,weed,fanweed,1,8.3,-0.372925264,-0.39801683,0
rabbit,weed,rabbitweed,2,10.5,-0.242830519,-0.297324458,0
chaff,weed,chaffweed,1,4.91,-0.377228441,-0.400702465,0
butter,weed,butterweed,1,8.79,-0.358062792,-0.369204622,0
scorpion,weed,scorpionweed,1,8.3,-0.372925264,-0.39801683,0
soap,weed,soapweed,1,5.85,-0.37778819,-0.401072795,0
camphor,weed,camphorweed,1,8.79,-0.358062792,-0.369204622,0
chafe,weed,chafeweed,1,11.5,-0.143719711,-0.067374508,0
dye,weed,dyeweed,1,11.5,-0.143719711,-0.067374508,0
match,weed,matchweed,1,8.07,-0.374194851,-0.39782926,0
tick,weed,tickweed,1,7.05,-0.374528582,-0.397268727,0
jewel,weed,jewelweed,1,8.49,-0.317547239,-0.298528888,0
mark,weed,markweed,1,7.05,-0.374528582,-0.397268727,0
loco,weed,locoweed,1,12,1.334083558,1.096926776,0
broom,weed,broomweed,1,4.88,-0.377982424,-0.401289221,0
milk,weed,milkweed,1,7.05,-0.374528582,-0.397268727,0
gypsy,weed,gypsyweed,1,8.04,-0.339463955,-0.379424763,0
cape,weed,capeweed,1,11.5,-0.143719711,-0.067374508,0
canker,weed,cankerweed,1,8.79,-0.358062792,-0.369204622,0
ague,weed,agueweed,1,11.5,-0.143719711,-0.067374508,0
velvet,weed,velvetweed,1,10.5,-0.242830519,-0.297324458,0
milk,weeds,milkweeds,1,7.05,-0.374528582,-0.397268727,0
loco,weeds,locoweeds,1,12,1.334083558,1.096926776,0
cruiser,weight,cruiserweight,1,8.79,-0.358062792,-0.369204622,0
bantam,weight,bantamweight,1,4.88,-0.377982424,-0.401289221,0
fly,weight,flyweight,1,8.04,-0.339463955,-0.379424763,0
penny,weight,pennyweight,1,8.04,-0.339463955,-0.379424763,0
hundred,weight,hundredweight,1,8.73,-0.366593219,-0.392842633,0
welter,weight,welterweight,1,8.79,-0.358062792,-0.369204622,0
welter,weights,welterweights,1,8.79,-0.358062792,-0.369204622,0
bantam,weights,bantamweights,1,4.88,-0.377982424,-0.401289221,0
penny,weights,pennyweights,1,8.04,-0.339463955,-0.379424763,0
make,weights,makeweights,1,11.5,-0.143719711,-0.067374508,0
fly,weights,flyweights,1,8.04,-0.339463955,-0.379424763,0
feather,weights,featherweights,1,8.79,-0.358062792,-0.369204622,0
waste,weir,wasteweir,1,11.5,-0.143719711,-0.067374508,0
speed,well,speedwell,1,8.73,-0.366593219,-0.392842633,0
fare,wells,farewells,1,11.5,-0.143719711,-0.067374508,0
bell,wether,bellwether,1,8.49,-0.317547239,-0.298528888,0
buck,wheat,buckwheat,1,7.05,-0.374528582,-0.397268727,0
nose,wheel,nosewheel,1,11.5,-0.143719711,-0.067374508,0
cart,wheel,cartwheel,1,10.5,-0.242830519,-0.297324458,0
fly,wheel,flywheel,1,8.04,-0.339463955,-0.379424763,0
stern,wheeler,sternwheeler,1,8.3,-0.372925264,-0.39801683,0
fly,wheels,flywheels,1,8.04,-0.339463955,-0.379424763,0
free,wheels,freewheels,1,11.5,-0.143719711,-0.067374508,0
cog,wheels,cogwheels,1,5.96,-0.377565703,-0.401430986,0
cart,wheels,cartwheels,1,10.5,-0.242830519,-0.297324458,0
mean,while,meanwhile,1,8.3,-0.372925264,-0.39801683,0
coach,whip,coachwhip,1,8.07,-0.374194851,-0.39782926,0
penny,whistle,pennywhistle,1,8.04,-0.339463955,-0.379424763,0
bob,white,bobwhite,1,6.57,-0.377184297,-0.400583602,0
lint,white,lintwhite,1,10.5,-0.242830519,-0.297324458,0
band,widths,bandwidths,1,8.73,-0.366593219,-0.392842633,0
fish,wife,fishwife,1,8.07,-0.374194851,-0.39782926,0
ale,wife,alewife,1,11.5,-0.143719711,-0.067374508,0
pudding,wife,puddingwife,1,5.96,-0.377565703,-0.401430986,0
mid,wife,midwife,1,8.73,-0.366593219,-0.392842633,0
big,wig,bigwig,1,5.96,-0.377565703,-0.401430986,0
ear,wig,earwig,1,8.79,-0.358062792,-0.369204622,0
big,wigs,bigwigs,1,5.96,-0.377565703,-0.401430986,0
ear,wigs,earwigs,1,8.79,-0.358062792,-0.369204622,0
wood,wind,woodwind,1,8.73,-0.366593219,-0.392842633,0
side,winder,sidewinder,1,11.5,-0.143719711,-0.067374508,0
side,winders,sidewinders,1,11.5,-0.143719711,-0.067374508,0
wax,wing,waxwing,1,6.11,-0.377968298,-0.401471409,0
angle,wing,anglewing,1,11.5,-0.143719711,-0.067374508,0
bite,wing,bitewing,1,11.5,-0.143719711,-0.067374508,0
lace,wing,lacewing,1,11.5,-0.143719711,-0.067374508,0
lap,wing,lapwing,1,5.85,-0.37778819,-0.401072795,0
gay,wings,gaywings,1,8.04,-0.339463955,-0.379424763,0
lap,wings,lapwings,1,5.85,-0.37778819,-0.401072795,0
lace,wings,lacewings,1,11.5,-0.143719711,-0.067374508,0
bread,winner,breadwinner,1,8.73,-0.366593219,-0.392842633,0
bread,winners,breadwinners,1,8.73,-0.366593219,-0.392842633,0
hay,wire,haywire,1,8.04,-0.339463955,-0.379424763,0
nit,wit,nitwit,1,10.5,-0.242830519,-0.297324458,0
where,withal,wherewithal,1,11.5,-0.143719711,-0.067374508,0
nit,wits,nitwits,1,10.5,-0.242830519,-0.297324458,0
fish,wives,fishwives,1,8.07,-0.374194851,-0.39782926,0
ale,wives,alewives,1,11.5,-0.143719711,-0.067374508,0
mid,wives,midwives,1,8.73,-0.366593219,-0.392842633,0
were,wolf,werewolf,1,11.5,-0.143719711,-0.067374508,0
were,wolves,werewolves,1,11.5,-0.143719711,-0.067374508,0
air,woman,airwoman,1,8.79,-0.358062792,-0.369204622,0
chair,woman,chairwoman,1,8.79,-0.358062792,-0.369204622,0
freed,woman,freedwoman,1,8.73,-0.366593219,-0.392842633,0
char,woman,charwoman,1,8.79,-0.358062792,-0.369204622,0
horse,woman,horsewoman,1,11.5,-0.143719711,-0.067374508,0
char,women,charwomen,1,8.79,-0.358062792,-0.369204622,0
bond,women,bondwomen,1,8.73,-0.366593219,-0.392842633,0
king,wood,kingwood,1,5.96,-0.377565703,-0.401430986,0
coral,wood,coralwood,1,8.49,-0.317547239,-0.298528888,0
brush,wood,brushwood,1,8.07,-0.374194851,-0.39782926,0
pecker,wood,peckerwood,1,8.79,-0.358062792,-0.369204622,0
rabbit,wood,rabbitwood,1,10.5,-0.242830519,-0.297324458,0
beef,wood,beefwood,1,4.91,-0.377228441,-0.400702465,0
lace,wood,lacewood,1,11.5,-0.143719711,-0.067374508,0
briar,wood,briarwood,1,8.79,-0.358062792,-0.369204622,0
snake,wood,snakewood,1,11.5,-0.143719711,-0.067374508,0
bitter,wood,bitterwood,1,8.79,-0.358062792,-0.369204622,0
rose,wood,rosewood,1,11.5,-0.143719711,-0.067374508,0
dog,wood,dogwood,1,5.96,-0.377565703,-0.401430986,0
cam,wood,camwood,1,4.88,-0.377982424,-0.401289221,0
iron,wood,ironwood,1,8.3,-0.372925264,-0.39801683,0
zebra,wood,zebrawood,1,10.5,-0.188933974,-0.19638394,0
grease,wood,greasewood,1,11.5,-0.143719711,-0.067374508,0
elk,wood,elkwood,1,7.05,-0.374528582,-0.397268727,0
cord,wood,cordwood,1,8.73,-0.366593219,-0.392842633,0
prince,wood,princewood,1,11.5,-0.143719711,-0.067374508,0
gum,wood,gumwood,1,4.88,-0.377982424,-0.401289221,0
twist,wood,twistwood,1,10.5,-0.242830519,-0.297324458,0
laurel,wood,laurelwood,1,8.49,-0.317547239,-0.298528888,0
southern,wood,southernwood,1,8.3,-0.372925264,-0.39801683,0
possum,wood,possumwood,1,4.88,-0.377982424,-0.401289221,0
moose,wood,moosewood,1,11.5,-0.143719711,-0.067374508,0
bear,wood,bearwood,1,8.79,-0.358062792,-0.369204622,0
lance,wood,lancewood,1,11.5,-0.143719711,-0.067374508,0
worm,wood,wormwood,1,4.88,-0.377982424,-0.401289221,0
satin,wood,satinwood,1,8.3,-0.372925264,-0.39801683,0
fruit,wood,fruitwood,1,10.5,-0.242830519,-0.297324458,0
button,wood,buttonwood,1,8.3,-0.372925264,-0.39801683,0
devil,wood,devilwood,1,8.49,-0.317547239,-0.298528888,0
bent,wood,bentwood,1,10.5,-0.242830519,-0.297324458,0
touch,wood,touchwood,1,8.07,-0.374194851,-0.39782926,0
gopher,wood,gopherwood,1,8.79,-0.358062792,-0.369204622,0
trumpet,wood,trumpetwood,1,10.5,-0.242830519,-0.297324458,0
brier,wood,brierwood,1,8.79,-0.358062792,-0.369204622,0
heart,wood,heartwood,1,10.5,-0.242830519,-0.297324458,0
lemon,wood,lemonwood,1,8.3,-0.372925264,-0.39801683,0
sandal,wood,sandalwood,1,8.49,-0.317547239,-0.298528888,0
dog,woods,dogwoods,1,5.96,-0.377565703,-0.401430986,0
button,woods,buttonwoods,1,8.3,-0.372925264,-0.39801683,0
bass,woods,basswoods,1,9.15,-0.281919332,-0.302085383,0
cotton,woods,cottonwoods,1,8.3,-0.372925264,-0.39801683,0
satin,woods,satinwoods,1,8.3,-0.372925264,-0.39801683,0
long,wool,longwool,1,5.96,-0.377565703,-0.401430986,0
loan,word,loanword,1,8.3,-0.372925264,-0.39801683,0
head,word,headword,1,8.73,-0.366593219,-0.392842633,0
watch,word,watchword,1,8.07,-0.374194851,-0.39782926,0
catch,word,catchword,1,8.07,-0.374194851,-0.39782926,0
silvers,word,silversword,2,9.15,-0.281919332,-0.302085383,0
watch,words,watchwords,1,8.07,-0.374194851,-0.39782926,0
head,words,headwords,1,8.73,-0.366593219,-0.392842633,0
crewel,work,crewelwork,1,8.49,-0.317547239,-0.298528888,0
lattice,work,latticework,1,11.5,-0.143719711,-0.067374508,0
drawn,work,drawnwork,1,8.3,-0.372925264,-0.39801683,0
fret,work,fretwork,1,10.5,-0.242830519,-0.297324458,0
spade,work,spadework,1,11.5,-0.143719711,-0.067374508,0
mesh,work,meshwork,1,8.07,-0.374194851,-0.39782926,0
net,work,network,1,10.5,-0.242830519,-0.297324458,0
brush,work,brushwork,1,8.07,-0.374194851,-0.39782926,0
trestle,work,trestlework,1,11.5,-0.143719711,-0.067374508,0
cut,work,cutwork,1,10.5,-0.242830519,-0.297324458,0
water,works,waterworks,1,8.79,-0.358062792,-0.369204622,0
gas,works,gasworks,1,9.15,-0.281919332,-0.302085383,0
lattice,works,latticeworks,1,11.5,-0.143719711,-0.067374508,0
breast,works,breastworks,1,10.5,-0.242830519,-0.297324458,0
net,works,networks,1,10.5,-0.242830519,-0.297324458,0
boll,worm,bollworm,1,8.49,-0.317547239,-0.298528888,0
canker,worm,cankerworm,1,8.79,-0.358062792,-0.369204622,0
cut,worm,cutworm,1,10.5,-0.242830519,-0.297324458,0
vetch,worm,vetchworm,1,8.07,-0.374194851,-0.39782926,0
angle,worm,angleworm,1,11.5,-0.143719711,-0.067374508,0
hook,worm,hookworm,1,7.05,-0.374528582,-0.397268727,0
book,worm,bookworm,1,7.05,-0.374528582,-0.397268727,0
army,worm,armyworm,1,8.04,-0.339463955,-0.379424763,0
wire,worm,wireworm,1,11.5,-0.143719711,-0.067374508,0
pin,worm,pinworm,1,8.3,-0.372925264,-0.39801683,0
case,worm,caseworm,1,11.5,-0.143719711,-0.067374508,0
ship,worm,shipworm,1,5.85,-0.37778819,-0.401072795,0
lug,worm,lugworm,1,5.96,-0.377565703,-0.401430986,0
lob,worm,lobworm,1,6.57,-0.377184297,-0.400583602,0
angle,worms,angleworms,1,11.5,-0.143719711,-0.067374508,0
cut,worms,cutworms,1,10.5,-0.242830519,-0.297324458,0
book,worms,bookworms,1,7.05,-0.374528582,-0.397268727,0
pipe,wort,pipewort,1,11.5,-0.143719711,-0.067374508,0
sand,wort,sandwort,1,8.73,-0.366593219,-0.392842633,0
pile,wort,pilewort,1,11.5,-0.143719711,-0.067374508,0
salt,wort,saltwort,1,10.5,-0.242830519,-0.297324458,0
awl,wort,awlwort,1,8.49,-0.317547239,-0.298528888,0
star,wort,starwort,1,8.79,-0.358062792,-0.369204622,0
horn,wort,hornwort,1,8.3,-0.372925264,-0.39801683,0
kelp,wort,kelpwort,1,5.85,-0.37778819,-0.401072795,0
mitre,wort,mitrewort,1,11.5,-0.143719711,-0.067374508,0
birth,wort,birthwort,1,8.07,-0.374194851,-0.39782926,0
rag,wort,ragwort,1,5.96,-0.377565703,-0.401430986,0
barren,wort,barrenwort,1,8.3,-0.372925264,-0.39801683,0
madder,wort,madderwort,1,8.79,-0.358062792,-0.369204622,0
throat,wort,throatwort,1,10.5,-0.242830519,-0.297324458,0
bladder,wort,bladderwort,1,8.79,-0.358062792,-0.369204622,0
moor,wort,moorwort,1,8.79,-0.358062792,-0.369204622,0
flea,wort,fleawort,1,10.5,-0.188933974,-0.19638394,0
pepper,wort,pepperwort,1,8.79,-0.358062792,-0.369204622,0
blood,wort,bloodwort,1,8.73,-0.366593219,-0.392842633,0
sneeze,wort,sneezewort,1,11.5,-0.143719711,-0.067374508,0
quill,wort,quillwort,1,8.49,-0.317547239,-0.298528888,0
glass,wort,glasswort,1,9.15,-0.281919332,-0.302085383,0
fan,wort,fanwort,1,8.3,-0.372925264,-0.39801683,0
pearl,wort,pearlwort,1,8.49,-0.317547239,-0.298528888,0
pill,wort,pillwort,1,8.49,-0.317547239,-0.298528888,0
spider,wort,spiderwort,1,8.79,-0.358062792,-0.369204622,0
cole,wort,colewort,1,11.5,-0.143719711,-0.067374508,0
gipsy,wort,gipsywort,1,8.04,-0.339463955,-0.379424763,0
moon,wort,moonwort,1,8.3,-0.372925264,-0.39801683,0
tooth,wort,toothwort,1,8.07,-0.374194851,-0.39782926,0
money,wort,moneywort,1,8.04,-0.339463955,-0.379424763,0
lead,wort,leadwort,1,8.73,-0.366593219,-0.392842633,0
soap,wort,soapwort,1,5.85,-0.37778819,-0.401072795,0
gypsy,wort,gypsywort,1,8.04,-0.339463955,-0.379424763,0
stone,wort,stonewort,1,11.5,-0.143719711,-0.067374508,0
mug,wort,mugwort,1,5.96,-0.377565703,-0.401430986,0
slipper,wort,slipperwort,1,8.79,-0.358062792,-0.369204622,0
frost,wort,frostwort,1,10.5,-0.242830519,-0.297324458,0
fig,wort,figwort,1,5.96,-0.377565703,-0.401430986,0
tail,wort,tailwort,1,8.49,-0.317547239,-0.298528888,0
fume,wort,fumewort,1,11.5,-0.143719711,-0.067374508,0
wart,wort,wartwort,1,10.5,-0.242830519,-0.297324458,0
mad,wort,madwort,1,8.73,-0.366593219,-0.392842633,0
umbrella,wort,umbrellawort,1,10.5,-0.188933974,-0.19638394,0
rib,wort,ribwort,1,6.57,-0.377184297,-0.400583602,0
butter,wort,butterwort,1,8.79,-0.358062792,-0.369204622,0
mother,wort,motherwort,1,8.79,-0.358062792,-0.369204622,0
milk,wort,milkwort,1,7.05,-0.374528582,-0.397268727,0
thorough,wort,thoroughwort,1,8.07,-0.374194851,-0.39782926,0
master,wort,masterwort,1,8.79,-0.358062792,-0.369204622,0
miter,wort,miterwort,1,8.79,-0.358062792,-0.369204622,0
stitch,wort,stitchwort,1,8.07,-0.374194851,-0.39782926,0
spleen,wort,spleenwort,1,8.3,-0.372925264,-0.39801683,0
bell,wort,bellwort,1,8.49,-0.317547239,-0.298528888,0
liver,wort,liverwort,1,8.79,-0.358062792,-0.369204622,0
coral,wort,coralwort,1,8.49,-0.317547239,-0.298528888,0
bladder,wrack,bladderwrack,1,8.79,-0.358062792,-0.369204622,0
waggon,wright,waggonwright,1,8.3,-0.372925264,-0.39801683,0
plough,wright,ploughwright,1,8.07,-0.374194851,-0.39782926,0
play,wright,playwright,1,8.04,-0.339463955,-0.379424763,0
ship,wright,shipwright,1,5.85,-0.37778819,-0.401072795,0
mill,wright,millwright,1,8.49,-0.317547239,-0.298528888,0
wain,wright,wainwright,1,8.3,-0.372925264,-0.39801683,0
cart,wright,cartwright,1,10.5,-0.242830519,-0.297324458,0
wagon,wright,wagonwright,1,8.3,-0.372925264,-0.39801683,0
wheel,wright,wheelwright,1,8.49,-0.317547239,-0.298528888,0
wheel,wrights,wheelwrights,1,8.49,-0.317547239,-0.298528888,0
mill,wrights,millwrights,1,8.49,-0.317547239,-0.298528888,0
wain,wrights,wainwrights,1,8.3,-0.372925264,-0.39801683,0
knock,wurst,knockwurst,1,7.05,-0.374528582,-0.397268727,0
knack,wurst,knackwurst,1,7.05,-0.374528582,-0.397268727,0
liver,wurst,liverwurst,1,8.79,-0.358062792,-0.369204622,0
brat,wursts,bratwursts,1,10.5,-0.242830519,-0.297324458,0
knack,wursts,knackwursts,1,7.05,-0.374528582,-0.397268727,0
coco,yam,cocoyam,1,9.85,-0.253199111,-0.223676008,0
tilt,yard,tiltyard,1,11.5,-0.123159105,-0.123916675,0
